Cognome,Nome,Squadra,Posizione,Partite Giocate,Tiri Totali,Gol Totali,Tiri Sbagliati,Gol Azione,Gol Rigore,Percentuale Realizzazione,Assist,Falli Tecnici,Intercetti,Blocchi,Cartellino Giallo,2 Minuti,Cartellino Rosso,Cartellino Blu,Stagione,Categoria
Kuntscher,David,TVH,Terzino Destro,29,246,136,110,136,0,0.5528,62,37,12,3,3,11,0,0,23/24,B
Busch,Pierre,HAG,Ala Destra,28,182,135,47,97,38,0.7418,16,10,18,1,0,4,0,0,23/24,B
Speckmann,Jan-Eric,VFL,Ala Sinistra,26,178,132,46,83,49,0.7415999999999999,3,5,11,0,0,10,1,1,23/24,B
Kirschner,Tristan,TVH,Ala Destra,30,185,132,53,73,59,0.7134999999999999,7,10,13,0,0,10,0,0,23/24,B
Bicer,Gorkem,TVG,Ala Destra,29,183,131,52,65,66,0.7158,5,13,3,0,1,6,0,0,23/24,B
Homscheid,Nils,TUE,Centrale,30,178,130,48,44,86,0.7303000000000001,30,24,1,1,0,0,0,0,23/24,B
Fischer,Jonathan,SGB,Pivot,31,151,120,31,120,0,0.7947,4,14,11,1,0,10,0,0,23/24,B
Bandlow,Frieder,TVG,Terzino Destro,31,196,119,77,110,9,0.6071,72,65,14,0,1,13,0,0,23/24,B
Schwarzer,Kian,LUD,Ala Sinistra,30,168,119,49,84,35,0.7082999999999999,10,14,5,1,0,6,0,0,23/24,B
Schaller,Tim,LUD,Ala Sinistra,29,147,117,30,62,55,0.7959,1,6,1,0,0,3,0,0,23/24,B
Von Boenigk,Jan,ASV,Terzino Destro,31,171,116,55,116,0,0.6784,82,40,13,4,1,4,0,0,23/24,B
Stavast,Ivar,ELB,Centrale,31,218,116,102,116,0,0.5321,88,46,6,4,3,13,1,0,23/24,B
Pfeifer,Alexander,SGB,Ala Sinistra,31,162,116,46,116,0,0.716,0,8,7,0,2,5,0,0,23/24,B
Kranzmann,Florian,GWD,Ala Sinistra,28,156,115,41,63,52,0.7372,8,5,8,0,0,3,0,0,23/24,B
Jaeger,Max,COB,Ala Sinistra,29,161,114,47,114,0,0.7081000000000001,13,12,5,2,0,6,0,0,23/24,B
Mileta,Fran,VIN,Ala Destra,31,157,113,44,102,11,0.7197,10,25,21,0,2,6,0,0,23/24,B
Norouzinezhad Gharehlou,Pouya,HAG,Terzino Sinistro,27,187,112,75,112,0,0.5989,61,40,4,4,2,11,0,0,23/24,B
Schottle,Nico,ASV,Terzino Sinistro,24,186,111,75,111,0,0.5968,63,40,8,7,1,6,0,0,23/24,B
Sauter,Moritz,POT,Centrale,26,170,108,62,108,0,0.6353,46,53,1,0,0,2,0,0,23/24,B
Gansau,Elias,AUE,Terzino Sinistro,27,195,108,87,108,0,0.5538000000000001,53,59,3,1,3,16,2,0,23/24,B
Falk,Alexander,LUD,Ala Destra,30,149,107,42,103,4,0.7181000000000001,8,6,11,1,1,3,0,0,23/24,B
Gress,Sebastian,ELB,Centrale,28,169,106,63,106,0,0.6272,75,49,10,2,1,6,1,0,23/24,B
Hild,Matthias,VIN,Terzino Destro,31,208,106,102,106,0,0.5096,21,38,4,11,4,21,0,0,23/24,B
Mazic,Milan,VIN,Pivot,31,150,105,45,93,12,0.7,1,15,1,2,4,33,3,0,23/24,B
Staar,Max,GWD,Ala Destra,28,140,104,36,104,0,0.7429000000000001,23,19,27,3,0,4,0,0,23/24,B
Sohmann,Vincent,DES,Centrale,30,156,103,53,65,38,0.6603,80,65,8,0,2,11,1,0,23/24,B
Reimer,Jan,DOR,Ala Destra,29,143,103,40,40,63,0.7203,0,5,3,0,0,1,0,0,23/24,B
Sterba,Jakub,ASV,Ala Destra,30,143,98,45,97,1,0.6853,4,12,17,0,1,9,0,0,23/24,B
Claus,Dominik,SGB,Terzino Destro,29,156,97,59,97,0,0.6218,77,44,9,0,1,4,0,0,23/24,B
Vorlicek,Philipp,HAG,Terzino Destro,27,173,97,76,97,0,0.5607,42,31,3,2,1,8,0,0,23/24,B
Velz,Alexander,SGB,Terzino Sinistro,31,173,97,76,94,3,0.5607,78,49,1,1,0,3,0,0,23/24,B
Mubenzem,Dieudonne,AUE,Terzino Destro,31,198,94,104,94,0,0.4747,80,67,5,0,4,4,0,0,23/24,B
Jaeger,Felix,COB,Terzino Sinistro,27,156,92,64,92,0,0.5897,20,32,2,0,0,1,0,0,23/24,B
Neuhaus,Max,TUE,Centrale,31,151,91,60,91,0,0.6026,27,33,2,3,1,4,1,0,23/24,B
Fuss,Merlin,COB,Terzino Destro,28,155,91,64,91,0,0.5871,67,52,10,4,2,4,0,0,23/24,B
Pohle,Georg,NOL,Terzino Sinistro,28,176,88,88,80,8,0.5,70,49,8,17,5,21,3,0,23/24,B
Kalafut,Dominik,NOL,Pivot,28,113,88,25,87,1,0.7787999999999999,2,16,0,4,4,23,4,0,23/24,B
Reichl,Vit,TVH,Pivot,31,111,87,24,87,0,0.7837999999999999,6,26,4,3,0,3,0,0,23/24,B
Akakpo,David Cyrill,POT,Ala Destra,29,112,87,25,87,0,0.7768,11,8,12,2,0,15,2,0,23/24,B
Wolf,Tom,SGB,Terzino Sinistro,27,160,86,74,64,22,0.5375,21,18,2,2,0,2,0,0,23/24,B
Klingler,Felix,TUE,Ala Destra,31,122,85,37,80,5,0.6967,8,13,11,1,0,3,1,0,23/24,B
Vignjevic,Marko,AUE,Terzino Sinistro,31,156,85,71,84,1,0.5449,52,36,12,19,1,15,1,0,23/24,B
Ebner,Dominik,NLB,Terzino Destro,25,136,83,53,83,0,0.6103000000000001,24,44,0,2,1,10,1,0,23/24,B
Schroven,Finn,DOR,Ala Destra,31,142,83,59,77,6,0.5845,113,66,0,0,2,8,0,0,23/24,B
Kammlodt,Adrian,TVG,Terzino Sinistro,21,160,82,78,82,0,0.5125,31,25,2,1,0,4,1,0,23/24,B
Dumcius,Mindaugas,ELB,Terzino Destro,26,149,79,70,79,0,0.5302,56,55,4,0,2,7,1,0,23/24,B
Radovic,Danilo,GWD,Terzino Sinistro,31,136,79,57,79,0,0.5809000000000001,38,65,12,3,0,9,2,0,23/24,B
Pust,Yannick-Marcos,DES,Ala Destra,31,107,78,29,77,1,0.7290000000000001,4,10,21,0,0,12,1,0,23/24,B
De la Pena,Juan,SGB,Centrale,31,149,77,72,77,0,0.5168,67,48,17,4,2,7,1,0,23/24,B
Gertges,Jonas,VIN,Ala Sinistra,31,112,77,35,34,43,0.6875,1,7,3,0,2,10,2,0,23/24,B
Hagen,Melf,VIN,Centrale,31,146,77,69,77,0,0.5274,36,54,1,0,1,2,1,0,23/24,B
Skroblien,Tom,NLB,Ala Sinistra,30,114,76,38,42,34,0.6667000000000001,8,8,2,0,0,3,0,0,23/24,B
Reuland,Joshua,DOR,Ala Sinistra,23,98,76,22,68,8,0.7755,2,3,2,0,0,2,0,0,23/24,B
Genz,Jo Gerrit,NLB,Terzino Destro,27,117,75,42,75,0,0.6409999999999999,28,20,3,6,2,8,0,0,23/24,B
Wieling,Tim,NLB,Ala Destra,31,99,75,24,75,0,0.7576,6,15,2,2,1,2,0,0,23/24,B
Lungela,Maurice,VIN,Terzino Destro,30,163,74,89,63,11,0.45,73,37,4,0,0,3,0,0,23/24,B
Seidler,Oliver,ELB,Pivot,23,97,74,23,74,0,0.76,6,14,8,12,1,12,0,0,23/24,B
ten Velde,Rutger,NLB,Ala Sinistra,30,104,73,31,73,0,0.7019,9,12,7,0,0,8,0,0,23/24,B
Stuber,Frederic,HAG,Pivot,31,91,72,19,72,0,0.7912,10,18,1,13,3,22,0,0,23/24,B
Huter,Ian,DOR,Centrale,29,114,72,42,72,0,0.6315999999999999,64,53,7,5,1,13,1,0,23/24,B
Voss-Fels,Kim,HAG,Terzino Destro,27,123,72,51,72,0,0.5854,31,25,2,2,5,10,1,0,23/24,B
Kompenhans,Paul,TVH,Centrale,26,103,72,31,72,0,0.6990000000000001,33,37,19,1,0,10,1,0,23/24,B
Firnhaber,Lucas,NOL,Terzino Destro,31,137,71,66,71,0,0.5182,17,21,3,1,0,7,1,0,23/24,B
Kofler,Elias,POT,Centrale,30,121,71,50,71,0,0.5868,97,54,25,12,5,22,1,0,23/24,B
Orlov,Maxim,POT,Centrale,29,124,71,53,71,0,0.5726,32,26,8,2,1,6,0,0,23/24,B
Nickelsen,Einar,VFL,Centrale,22,117,71,46,71,0,0.6068,42,38,5,2,1,4,0,0,23/24,B
Thummler,Jonas,ELB,Pivot,31,94,70,24,70,0,0.7447,9,22,5,2,2,10,0,0,23/24,B
Corak,Dino,TVG,Pivot,18,86,70,16,70,0,0.8140000000000001,4,9,2,7,1,7,0,0,23/24,B
Sajenev,Mika Laurin,AUE,Pivot,26,90,70,20,70,0,0.7778,2,16,5,16,4,17,1,0,23/24,B
Krone,Jannes,COB,Ala Destra,31,103,69,34,43,26,0.6698999999999999,2,7,2,0,0,6,0,0,23/24,B
Wesseling,Sven,NLB,Terzino Sinistro,31,115,68,47,68,0,0.5913,45,36,0,7,5,15,1,0,23/24,B
Kretschmer,Finn,VFL,Ala Destra,26,93,67,26,67,0,0.7204,3,13,8,0,1,5,0,0,23/24,B
Strosack,Peter,DOR,Ala Destra,31,91,66,25,65,1,0.7253000000000001,8,7,7,0,1,2,0,0,23/24,B
Patzel,Vojtech,VFL,Terzino Sinistro,18,97,66,31,66,0,0.6804000000000001,39,21,5,2,0,1,0,0,23/24,B
Pehlivan,Doruk,ELB,Terzino Sinistro,25,109,66,43,66,0,0.6054999999999999,34,39,13,31,2,15,1,0,23/24,B
Bergner,Tom,LUD,Pivot,28,80,66,14,66,0,0.825,6,16,2,8,2,17,3,0,23/24,B
Valdimarsson,Bjarni Ofeigur,GWD,Terzino Sinistro,24,138,66,72,66,0,0.48,42,46,3,3,2,10,0,0,23/24,B
Klenk,Moritz,TVG,Ala Sinistra,31,92,66,26,66,0,0.72,6,9,6,0,0,2,0,0,23/24,B
Pereira,Francisco,AUE,Ala Destra,31,110,66,44,45,21,0.6,5,5,7,1,1,9,1,0,23/24,B
Schoss,Alex,TUE,Terzino Destro,26,119,66,53,66,0,0.5546,24,46,7,3,1,18,1,0,23/24,B
Stark,Mario,TVG,Centrale,26,108,65,43,65,0,0.6019,78,50,3,1,2,19,1,0,23/24,B
Lofstrom,Carl,VFL,Pivot,30,96,65,31,65,0,0.6770999999999999,8,28,8,15,3,26,1,0,23/24,B
Weck,Alexander,HAG,Terzino Sinistro,22,121,65,56,65,0,0.5372,73,24,3,5,1,9,1,0,23/24,B
Dayan,Yonatan,ASV,Centrale,22,105,65,40,59,6,0.619,29,29,5,0,1,2,0,0,23/24,B
Bornemann,Andreas,ASV,Terzino Destro,28,120,64,56,64,0,0.5333,24,21,0,4,0,8,0,0,23/24,B
Sebetic,Luka,GWD,Terzino Destro,29,125,64,61,64,0,0.512,24,28,6,2,1,15,1,0,23/24,B
Johannsson,Sveinn,GWD,Pivot,29,91,64,27,64,0,0.7033,12,18,5,13,5,28,1,0,23/24,B
Schwarz,Philipp,TVH,Ala Sinistra,31,96,64,32,64,0,0.6667000000000001,4,10,5,1,0,3,0,0,23/24,B
Rehfus,Lucas,DOR,Terzino Sinistro,26,125,64,61,64,0,0.51,28,33,1,0,0,5,0,0,23/24,B
Kretschmer,Nils Holger,ELB,Terzino Sinistro,31,103,63,40,59,4,0.6117,36,25,11,17,2,16,1,0,23/24,B
Wiederstein,Fabian,SGB,Pivot,31,80,63,17,63,0,0.7875,11,13,2,3,6,20,0,0,23/24,B
Dierberg,Julius,ELB,Ala Sinistra,29,81,63,18,62,1,0.7778,9,9,14,1,1,1,0,0,23/24,B
Wilhelm,Christian,TUE,Pivot,31,96,63,33,63,0,0.6563,4,17,3,9,0,4,1,0,23/24,B
Peter,Staffan,AUE,Ala Destra,17,92,63,29,34,29,0.6848000000000001,1,1,2,0,0,0,0,0,23/24,B
Kolodziej,Falk,VIN,Centrale,22,102,62,40,57,5,0.6078,79,55,3,1,0,4,0,0,23/24,B
Schulze,Alexander,ASV,Ala Sinistra,27,77,61,16,61,0,0.7922,4,5,3,1,0,7,0,0,23/24,B
Schauer,Kuno,TVG,Centrale,31,114,60,54,60,0,0.5263,51,39,2,1,0,1,0,0,23/24,B
Runarsson,Tumi Steinn,COB,Centrale,27,111,60,51,58,2,0.5405,51,27,1,0,0,2,0,0,23/24,B
Gaubatz,Jan-Lars,HAG,Terzino Destro,29,101,59,42,59,0,0.5842,33,20,0,0,0,0,0,0,23/24,B
Ritterbach,Joscha,NOL,Ala Sinistra,31,85,59,26,52,7,0.6940999999999999,7,10,4,1,0,13,0,0,23/24,B
Schreiber,Hendrik,TVH,Terzino Sinistro,28,98,59,39,59,0,0.602,44,15,13,6,1,11,2,0,23/24,B
Trost,Sebastian,LUD,Centrale,30,126,59,67,59,0,0.4683,65,55,2,0,1,5,0,0,23/24,B
Sondermann,Frederik,DOR,Pivot,29,73,59,14,59,0,0.8081999999999999,3,11,2,6,0,10,0,0,23/24,B
Eisentrager,Florian,TVG,Ala Sinistra,24,75,58,17,45,13,0.7733,3,9,5,2,1,6,2,0,23/24,B
Drager,Yannick,NLB,Pivot,26,82,58,24,58,0,0.7073,5,19,3,15,2,17,0,0,23/24,B
Paraschiv,Sebastian,AUE,Centrale,22,108,58,50,53,5,0.537,28,36,6,0,0,4,0,0,23/24,B
Mast,Tim,TUE,Ala Sinistra,31,81,58,23,52,6,0.716,10,11,9,4,1,6,0,0,23/24,B
Nissen,Marek,NLB,Terzino Sinistro,27,101,58,43,58,0,0.5743,30,31,0,7,3,16,0,0,23/24,B
Ellwanger,Jonas,TUE,Centrale,27,94,57,37,57,0,0.6064,37,45,6,1,0,9,1,0,23/24,B
Blecha,Jan,AUE,Ala Sinistra,23,85,57,28,57,0,0.6706,7,8,4,4,2,6,0,0,23/24,B
Stuber,Jonas,ASV,Pivot,31,71,57,14,57,0,0.8028,3,18,4,0,0,4,0,0,23/24,B
Salger,Stefan,TVG,Terzino Destro,24,108,56,52,56,0,0.5185,19,24,2,5,0,11,0,0,23/24,B
Skorupa,Paul,VFL,Pivot,31,73,56,17,56,0,0.7670999999999999,7,13,8,6,7,30,5,0,23/24,B
Danneberg,Yannick,DES,Terzino Sinistro,30,103,56,47,48,8,0.5437,22,19,1,7,0,4,0,0,23/24,B
Szczesny,Dennis,TUE,Terzino Sinistro,29,115,55,60,55,0,0.4783,52,49,5,12,1,17,1,0,23/24,B
Bis,Bartlomiej,COB,Pivot,29,74,55,19,55,0,0.74,13,25,10,14,6,15,3,0,23/24,B
Blaauw,Niko,VFL,Centrale,31,100,55,45,54,1,0.55,67,50,3,1,0,2,0,0,23/24,B
Fuhrmann,Nils,POT,Ala Sinistra,31,71,55,16,55,0,0.7746,1,3,8,3,1,0,0,0,23/24,B
Haider,Maximilian,LUD,Pivot,27,76,54,22,54,0,0.7105,6,10,1,10,7,21,1,0,23/24,B
Roosna,Karl,POT,Terzino Destro,23,76,54,22,42,12,0.7105,13,9,0,0,0,2,0,0,23/24,B
Wullenweber,Finn,TVG,Terzino Sinistro,20,86,53,33,53,0,0.6163000000000001,26,29,2,5,3,10,1,0,23/24,B
Schmidt,Jan-Christian,DOR,Pivot,31,78,53,25,53,0,0.6795,4,20,5,6,3,20,3,0,23/24,B
Bruhn,Jasper,VFL,Terzino Destro,30,103,52,51,52,0,0.5049,21,19,5,5,0,13,0,0,23/24,B
Barthe,Paco,SGB,Centrale,31,87,51,36,51,0,0.5861999999999999,30,37,13,10,3,16,0,0,23/24,B
Mitrovic,Alexander,DES,Terzino Destro,16,97,51,46,51,0,0.5257999999999999,7,15,1,0,0,3,0,0,23/24,B
Hertzfeld,Tim Maximilian,DES,Pivot,28,76,51,25,51,0,0.6711,24,13,3,5,1,20,0,0,23/24,B
Rose,Julius,TUE,Centrale,25,115,50,65,50,0,0.4347999999999999,35,34,5,3,0,3,0,0,23/24,B
Asmussen,Philipp,TUE,Terzino Destro,22,87,50,37,50,0,0.5747,32,31,1,0,0,4,0,0,23/24,B
Geenen,Kaj,VFL,Ala Sinistra,31,77,50,27,50,0,0.6494,2,5,5,0,0,4,0,0,23/24,B
Meyer-Siebert,Julius,LUD,Terzino Sinistro,31,76,47,29,47,0,0.6184000000000001,39,21,4,17,4,21,2,0,23/24,B
Klepp,Vincent Emilio,ELB,Ala Destra,31,68,46,22,44,2,0.6765000000000001,4,1,4,0,0,4,1,0,23/24,B
Terwolbeck,Alexander,NOL,Centrale,30,77,45,32,45,0,0.5844,53,30,0,0,0,0,0,0,23/24,B
Alves,Andre,HAG,Ala Destra,31,59,45,14,39,6,0.7626999999999999,3,2,1,0,1,1,0,0,23/24,B
Ossowski,Arkadiusz,COB,Centrale,19,88,44,44,44,0,0.5,36,34,1,1,1,0,0,0,23/24,B
Misovych,David,DES,Ala Destra,31,61,44,17,44,0,0.72,0,6,2,0,0,1,0,0,23/24,B
Hagedorn,Ole,VFL,Terzino Sinistro,31,80,44,36,44,0,0.55,33,20,6,7,1,6,0,0,23/24,B
Becker,Alexander,HAG,Pivot,27,55,43,12,43,0,0.7818,9,15,9,16,3,17,2,0,23/24,B
Timm,Marcel,VIN,Pivot,30,54,43,11,43,0,0.7963,9,16,3,9,3,28,3,0,23/24,B
Ciudad Benitez,Leon,VFL,Pivot,18,60,42,18,42,0,0.7,5,12,4,12,3,14,0,0,23/24,B
Schaffer,Jan,COB,Pivot,28,50,41,9,41,0,0.82,10,10,5,6,3,15,0,0,23/24,B
Korte,Mats,GWD,Ala Sinistra,30,63,41,22,30,11,0.6507999999999999,2,6,3,0,0,4,0,0,23/24,B
Rudiger,Tim,TVH,Ala Destra,30,58,40,18,40,0,0.6897,4,0,6,0,0,0,0,0,23/24,B
Kontrec,Tin,NLB,Pivot,31,51,40,11,40,0,0.7843000000000001,6,12,3,24,4,22,0,0,23/24,B
Eles,Benedek,GWD,Centrale,13,56,40,16,34,6,0.7143,21,17,1,0,0,1,0,0,23/24,B
Schalles,Maxim,TVG,Ala Destra,31,57,40,17,40,0,0.7018000000000001,4,4,10,0,0,2,0,0,23/24,B
Senden,Alexander,DOR,Terzino Sinistro,21,95,39,56,39,0,0.41,17,18,0,2,3,9,0,0,23/24,B
Knauer,Jakob,COB,Terzino Destro,20,69,38,31,38,0,0.5507,18,11,1,1,1,9,0,0,23/24,B
Eissing,Felix,TUE,Ala Destra,22,52,38,14,36,2,0.7308,2,9,1,0,0,2,0,0,23/24,B
Wolfram,Finn,TUE,Pivot,30,52,38,14,38,0,0.7308,3,22,1,9,1,8,0,0,23/24,B
Spohn,Valentin,HAG,Terzino Sinistro,17,75,37,38,37,0,0.4932999999999999,15,14,1,1,0,0,0,0,23/24,B
Vlahovic,Nikola,SGB,Terzino Sinistro,29,62,37,25,37,0,0.6,30,20,6,16,5,12,0,0,23/24,B
Strakeljahn,Simon,TVG,Centrale,29,81,37,44,36,1,0.4568,16,25,1,0,0,4,1,0,23/24,B
Pieczkowski,Niclas,HAG,Centrale,24,56,36,20,36,0,0.64,40,25,5,9,0,5,1,0,23/24,B
Mohr,Florian,TVG,Pivot,31,48,36,12,36,0,0.75,2,16,4,12,3,32,11,0,23/24,B
Lopp,Mihkel,AUE,Centrale,21,62,36,26,36,0,0.5806,14,20,1,0,0,1,0,0,23/24,B
Haake,Carl Philipp,DES,Ala Sinistra,25,55,36,19,36,0,0.6545000000000001,5,14,2,0,0,5,0,0,23/24,B
Greilich,Nils,ELB,Ala Sinistra,27,46,36,10,36,0,0.7826000000000001,2,5,4,0,0,4,0,0,23/24,B
Levak,Bruno,AUE,Centrale,31,80,35,45,34,1,0.4375,11,26,3,1,0,5,0,0,23/24,B
Bauer,Stefan,ASV,Pivot,18,45,34,11,34,0,0.7556,4,8,1,15,3,17,1,0,23/24,B
Helmersson,Mikael,COB,Terzino Sinistro,11,62,34,28,34,0,0.5484,16,17,1,0,0,1,0,0,23/24,B
Petreikis,Benas,NLB,Centrale,30,53,33,20,33,0,0.6225999999999999,25,24,0,0,0,4,0,0,23/24,B
Dzialakiewicz,Szymon,GWD,Terzino Destro,8,60,33,27,33,0,0.55,7,9,0,0,0,0,0,0,23/24,B
Ruddat,Elias,VIN,Ala Sinistra,30,57,32,25,32,0,0.5614,5,6,8,1,0,0,0,0,23/24,B
Roller,Lars,TVG,Pivot,13,40,31,9,31,0,0.775,1,9,1,4,1,14,1,0,23/24,B
Asensio Cambra,Carles,GWD,Pivot,17,45,31,14,31,0,0.6889,6,9,8,9,0,6,0,0,23/24,B
Boeckenholt,Felix Elias,DOR,Ala Sinistra,19,45,31,14,31,0,0.6889,0,2,4,1,0,1,0,0,23/24,B
Jungemann,Philip,ASV,Pivot,27,40,30,10,30,0,0.75,4,14,1,12,0,14,0,0,23/24,B
Jerebie,Julian Ernest,AUE,Pivot,30,43,30,13,30,0,0.6977,2,18,0,6,2,27,0,0,23/24,B
Haunold,Marc-Andre,ASV,Terzino Sinistro,10,42,30,12,30,0,0.7143,13,12,2,0,0,0,0,0,23/24,B
Eberlein,Sven,VIN,Terzino Sinistro,12,64,30,34,30,0,0.4688,12,28,1,2,2,6,0,0,23/24,B
Schroder,Nils,VIN,Terzino Sinistro,22,79,30,49,30,0,0.3797,21,17,3,2,0,11,0,0,23/24,B
Klein,Johannes,TVH,Terzino Sinistro,27,63,29,34,29,0,0.4603,11,11,2,0,1,9,1,0,23/24,B
Valkovskis,Janis Pavels,COB,Terzino Sinistro,22,65,29,36,29,0,0.4462,16,23,2,0,1,1,0,0,23/24,B
Schwock,Moritz,AUE,Ala Sinistra,22,49,29,20,29,0,0.5918,2,3,2,0,0,2,0,0,23/24,B
Huter,Patrick,DOR,Pivot,23,40,28,12,28,0,0.7,4,8,4,9,4,22,3,0,23/24,B
Hejny,Maximilian,SGB,Terzino Destro,31,58,28,30,28,0,0.4828,19,13,6,2,0,9,0,0,23/24,B
Hermeling,Fynn Lukas,GWD,Terzino Sinistro,13,48,28,20,28,0,0.58,4,6,2,0,0,0,0,0,23/24,B
Eisel,Marc-Robin,LUD,Centrale,27,46,28,18,28,0,0.6087,21,24,1,0,0,2,0,0,23/24,B
Hofmann,Jannik,TVH,Ala Sinistra,31,46,27,19,26,1,0.5870000000000001,6,5,3,0,0,4,0,0,23/24,B
Simovic,Nebojsa,NOL,Pivot,27,35,27,8,27,0,0.7714,3,14,3,10,7,30,5,0,23/24,B
Theiss,Niklas,TVH,Terzino Destro,10,57,27,30,27,0,0.47,17,7,2,0,1,2,0,0,23/24,B
Heitkamp,Niclas,GWD,Terzino Sinistro,8,44,27,17,26,1,0.61,15,23,1,1,0,1,0,0,23/24,B
Herzig,Fynn,COB,Terzino Sinistro,9,49,26,23,26,0,0.5306000000000001,9,14,0,0,0,1,0,0,23/24,B
Siegler,Lukas,VIN,Terzino Sinistro,21,42,25,17,25,0,0.5952000000000001,13,14,3,0,0,4,0,0,23/24,B
Werschkull,Finley,TUE,Ala Sinistra,29,41,25,16,25,0,0.6098,1,1,2,0,0,1,0,0,23/24,B
Seidel,Lasse,NOL,Ala Sinistra,30,34,24,10,24,0,0.7059000000000001,2,5,8,0,0,6,0,0,23/24,B
Izumoto,Shin,AUE,Terzino Sinistro,10,50,24,26,24,0,0.48,9,12,2,0,0,0,0,0,23/24,B
Bitsch,Mathias,GWD,Terzino Destro,17,49,23,26,23,0,0.4694,17,11,2,0,0,1,0,0,23/24,B
Pauli,Luis,DOR,Ala Sinistra,24,31,23,8,23,0,0.7419,1,0,0,0,0,0,0,0,23/24,B
Gruner,Tim,POT,Ala Sinistra,20,36,22,14,19,3,0.6111,0,2,0,1,0,0,1,0,23/24,B
Straub,Theo,LUD,Ala Destra,20,28,22,6,22,0,0.7857,0,2,1,0,0,1,0,0,23/24,B
Boehnert,Florian,DOR,Centrale,29,41,22,19,22,0,0.5366,12,21,6,0,0,4,0,0,23/24,B
Emanuel,Oskar,DES,Terzino Destro,25,58,21,37,21,0,0.3621,28,17,1,0,3,7,0,0,23/24,B
Nowak,Marcel,POT,Ala Destra,26,36,21,15,21,0,0.58,13,9,3,0,0,0,0,0,23/24,B
Leun,Finn-Lukas,LUD,Terzino Destro,25,34,21,13,21,0,0.6175999999999999,6,14,2,1,2,2,0,0,23/24,B
Possehl,Julian,ELB,Terzino Destro,25,45,20,25,20,0,0.44,40,22,4,1,0,10,1,0,23/24,B
Haake,Fritz-Leon,DES,Centrale,13,33,20,13,20,0,0.6061,16,11,1,1,0,1,0,0,23/24,B
Glatthard,Viktor,COB,Pivot,31,29,19,10,19,0,0.6552,5,8,3,4,0,11,0,0,23/24,B
Zorb,Moritz,TVH,Pivot,25,29,18,11,18,0,0.6207,3,6,6,10,7,16,2,0,23/24,B
Stegefelt,Markus,NOL,Terzino Sinistro,7,25,18,7,7,11,0.72,2,4,1,1,0,1,0,0,23/24,B
Buntic,Marko,VIN,Ala Destra,27,26,18,8,17,1,0.6923,2,5,0,1,0,2,0,0,23/24,B
Sova,Daniel,AUE,Terzino Sinistro,16,40,18,22,14,4,0.45,7,5,1,0,0,2,0,0,23/24,B
Bones,Paul,DES,Centrale,31,36,18,18,16,2,0.5,9,14,1,0,0,2,0,0,23/24,B
Buergin,Theo Guenter,HAG,Ala Sinistra,20,29,17,12,17,0,0.5861999999999999,1,4,2,0,0,0,0,0,23/24,B
Leun,Jakob-Jannis,AUE,Terzino Destro,11,32,17,15,17,0,0.5313,8,4,0,0,0,4,0,0,23/24,B
Susser,Lukas,NLB,Pivot,28,28,17,11,17,0,0.6071,3,11,0,1,0,4,0,0,23/24,B
Ostenberg,Orn Vesteinsson,VFL,Terzino Sinistro,25,38,17,21,17,0,0.4474,12,11,0,3,0,2,0,0,23/24,B
Manfeldt-Hansen,Kasper,LUD,Pivot,26,23,17,6,17,0,0.7391,2,7,0,0,1,8,0,0,23/24,B
Chrintz,Valter,POT,Ala Destra,5,20,16,4,16,0,0.8,1,1,1,0,0,1,0,0,23/24,B
Mrakovcic,Luka,NLB,Centrale,26,32,16,16,16,0,0.5,19,21,2,0,0,4,0,0,23/24,B
Kloor,Tim,NLB,Ala Destra,31,24,16,8,16,0,0.67,0,0,0,0,0,1,0,0,23/24,B
Baumgart,Luka,DES,Centrale,31,25,16,9,16,0,0.64,11,8,0,10,3,23,3,0,23/24,B
Leu,Tillman,DES,Pivot,10,21,16,5,16,0,0.7619,3,5,0,3,0,9,0,0,23/24,B
Mussner,Yannik,VIN,Terzino Sinistro,31,44,16,28,16,0,0.3636,4,7,3,14,0,14,0,0,23/24,B
Gempp,Patrick,DES,Pivot,8,20,15,5,15,0,0.75,3,4,0,3,0,3,0,0,23/24,B
Urban,Tomas,GWD,Ala Destra,17,27,15,12,15,0,0.5556,4,10,1,0,1,2,0,0,23/24,B
Stryc,Jakub,NOL,Pivot,10,20,15,5,15,0,0.75,1,7,1,2,2,7,0,0,23/24,B
Hansson,Emil,POT,Terzino Sinistro,24,23,15,8,15,0,0.6522,17,11,1,12,7,12,1,0,23/24,B
Klein,Luca,HAG,Centrale,30,34,15,19,15,0,0.44,14,12,1,0,0,0,0,0,23/24,B
Leitz,Lennart,VFL,Ala Destra,30,26,15,11,15,0,0.5769,0,3,4,0,0,1,0,0,23/24,B
Dobler,Justin,ELB,Terzino Sinistro,25,25,15,10,15,0,0.6,9,12,3,2,1,5,0,0,23/24,B
Leunissen,Robin,NOL,Terzino Sinistro,27,27,15,12,15,0,0.5556,2,8,0,0,0,1,0,0,23/24,B
Lange,Torben,AUE,Pivot,26,21,15,6,15,0,0.7143,1,2,0,1,1,4,1,0,23/24,B
Prohl,Tilman,HAG,Pivot,21,21,14,7,14,0,0.67,6,12,4,8,2,7,0,0,23/24,B
Dettenthaler,Felix,COB,Ala Sinistra,27,22,14,8,14,0,0.6364,1,7,0,0,0,5,0,0,23/24,B
